Code	Barrio	Foreign born	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families
0600000US7210773114	Sabana barrio, Orocovis Municipio, Puerto Rico	0	36.2
0600000US7210775178	Saltos barrio, Orocovis Municipio, Puerto Rico	0	57.4
0600000US7210900000	Municipio subdivision not defined, Patillas Municipio, Puerto Rico	0	-
0600000US7210903282	Apeadero barrio, Patillas Municipio, Puerto Rico	-	84.4
0600000US7210904744	Bajo barrio, Patillas Municipio, Puerto Rico	0	50.9
0600000US7210910119	Cacao Alto barrio, Patillas Municipio, Puerto Rico	0	65.5
0600000US7210910162	Cacao Bajo barrio, Patillas Municipio, Puerto Rico	0	55.5
0600000US7210924481	Egozcue barrio, Patillas Municipio, Puerto Rico	0	0
0600000US7210931705	Guardarraya barrio, Patillas Municipio, Puerto Rico	0	44.4
0600000US7210936908	Jacaboa barrio, Patillas Municipio, Puerto Rico	1.6	45.5
0600000US7210937123	Jagual barrio, Patillas Municipio, Puerto Rico	0	64.5
0600000US7210949722	Mamey barrio, Patillas Municipio, Puerto Rico	0	47.8
0600000US7210951442	Marín barrio, Patillas Municipio, Puerto Rico	0	63.1
0600000US7210955484	Mulas barrio, Patillas Municipio, Puerto Rico	0	58.8
0600000US7210955699	Muñoz Rivera barrio, Patillas Municipio, Puerto Rico	0	41.5
0600000US7210960515	Patillas barrio-pueblo, Patillas Municipio, Puerto Rico	0	34.9
0600000US7210963740	Pollos barrio, Patillas Municipio, Puerto Rico	0.8	52.1
0600000US7210967094	Quebrada Arriba barrio, Patillas Municipio, Puerto Rico	0	51.8
0600000US7210971695	Ríos barrio, Patillas Municipio, Puerto Rico	0	72.8
0600000US7211100000	Municipio subdivision not defined, Peñuelas Municipio, Puerto Rico	0	-
0600000US7211105862	Barreal barrio, Peñuelas Municipio, Puerto Rico	-	100
0600000US7211121127	Coto barrio, Peñuelas Municipio, Puerto Rico	6.4	55
0600000US7211122460	Cuebas barrio, Peñuelas Municipio, Puerto Rico	0	55.9
0600000US7211126631	Encarnación barrio, Peñuelas Municipio, Puerto Rico	0	45.3
0600000US7211137510	Jaguas barrio, Peñuelas Municipio, Puerto Rico	2.3	41.9
0600000US7211148174	Macaná barrio, Peñuelas Municipio, Puerto Rico	0.2	52.4
0600000US7211161117	Peñuelas barrio-pueblo, Peñuelas Municipio, Puerto Rico	0	61.1
0600000US7211167137	Quebrada Ceiba barrio, Peñuelas Municipio, Puerto Rico	0.5	64.7
0600000US7211172770	Rucio barrio, Peñuelas Municipio, Puerto Rico	0	61.8
0600000US7211179607	Santo Domingo barrio, Peñuelas Municipio, Puerto Rico	0.9	60.3
0600000US7211181499	Tallaboa Alta barrio, Peñuelas Municipio, Puerto Rico	0.6	50.5
0600000US7211181585	Tallaboa Poniente barrio, Peñuelas Municipio, Puerto Rico	0.3	65.9
0600000US7211181628	Tallaboa Saliente barrio, Peñuelas Municipio, Puerto Rico	0	85.2
0600000US7211300000	Municipio subdivision not defined, Ponce Municipio, Puerto Rico	0	-
0600000US7211303067	Anón barrio, Ponce Municipio, Puerto Rico	-	66.4
0600000US7211308786	Bucaná barrio, Ponce Municipio, Puerto Rico	0.9	21.8
0600000US7211312312	Canas barrio, Ponce Municipio, Puerto Rico	2.8	48
0600000US7211312355	Canas Urbano barrio, Ponce Municipio, Puerto Rico	0.7	41
0600000US7211313946	Capitanejo barrio, Ponce Municipio, Puerto Rico	0.9	66.2
0600000US7211317042	Cerrillos barrio, Ponce Municipio, Puerto Rico	0	20.2
0600000US7211321256	Coto Laurel barrio, Ponce Municipio, Puerto Rico	4	37.1
0600000US7211321901	Cuarto barrio, Ponce Municipio, Puerto Rico	0.3	58
0600000US7211331576	Guaraguao barrio, Ponce Municipio, Puerto Rico	1.1	24.3
0600000US7211348389	Machuelo Abajo barrio, Ponce Municipio, Puerto Rico	0	46.5
0600000US7211348432	Machuelo Arriba barrio, Ponce Municipio, Puerto Rico	1	40.7
0600000US7211349034	Magueyes barrio, Ponce Municipio, Puerto Rico	0.9	30.1
0600000US7211349077	Magueyes Urbano barrio, Ponce Municipio, Puerto Rico	0.9	16.8
0600000US7211350453	Maragüez barrio, Ponce Municipio, Puerto Rico	0	53.6
0600000US7211351743	Marueño barrio, Ponce Municipio, Puerto Rico	0	74.1
0600000US7211354581	Monte Llano barrio, Ponce Municipio, Puerto Rico	1.1	45.1
0600000US7211362751	Playa barrio, Ponce Municipio, Puerto Rico	4.2	39.6
0600000US7211364041	Portugués barrio, Ponce Municipio, Puerto Rico	1.1	76.8
0600000US7211364084	Portugués Urbano barrio, Ponce Municipio, Puerto Rico	0	53.9
0600000US7211364299	Primero barrio, Ponce Municipio, Puerto Rico	0.8	71.5
0600000US7211367610	Quebrada Limón barrio, Ponce Municipio, Puerto Rico	0.2	49.6
0600000US7211368298	Quinto barrio, Ponce Municipio, Puerto Rico	1.4	50.7
0600000US7211368900	Real barrio, Ponce Municipio, Puerto Rico	2	43.2
0600000US7211374447	Sabanetas barrio, Ponce Municipio, Puerto Rico	0.9	44
0600000US7211375565	San Antón barrio, Ponce Municipio, Puerto Rico	0.3	43.4
0600000US7211377242	San Patricio barrio, Ponce Municipio, Puerto Rico	2.2	59.6
0600000US7211379908	Segundo barrio, Ponce Municipio, Puerto Rico	0	63
0600000US7211380080	Sexto barrio, Ponce Municipio, Puerto Rico	0.8	66.1
0600000US7211381929	Tercero barrio, Ponce Municipio, Puerto Rico	0.4	76.7
0600000US7211382058	Tibes barrio, Ponce Municipio, Puerto Rico	1.2	47.4
0600000US7211385068	Vayas barrio, Ponce Municipio, Puerto Rico	0	53.3
0600000US7211500000	Municipio subdivision not defined, Quebradillas Municipio, Puerto Rico	0	-
0600000US7211510076	Cacao barrio, Quebradillas Municipio, Puerto Rico	-	44
0600000US7211517515	Charcas barrio, Quebradillas Municipio, Puerto Rico	0.3	37.6
0600000US7211518934	Cocos barrio, Quebradillas Municipio, Puerto Rico	0	55.9
0600000US7211530716	Guajataca barrio, Quebradillas Municipio, Puerto Rico	1.2	69.3
0600000US7211568083	Quebradillas barrio-pueblo, Quebradillas Municipio, Puerto Rico	0	69.8
0600000US7211575823	San Antonio barrio, Quebradillas Municipio, Puerto Rico	0.4	62.9
0600000US7211576597	San José barrio, Quebradillas Municipio, Puerto Rico	0.7	44.3
0600000US7211581972	Terranova barrio, Quebradillas Municipio, Puerto Rico	0.6	51.1
0600000US7211700000	Municipio subdivision not defined, Rincón Municipio, Puerto Rico	0.6	-
0600000US7211704443	Atalaya barrio, Rincón Municipio, Puerto Rico	-	80.9
0600000US7211705948	Barrero barrio, Rincón Municipio, Puerto Rico	0	42
0600000US7211711065	Calvache barrio, Rincón Municipio, Puerto Rico	0	35.6
0600000US7211721815	Cruces barrio, Rincón Municipio, Puerto Rico	0	44
0600000US7211726846	Ensenada barrio, Rincón Municipio, Puerto Rico	0	29.6
0600000US7211737639	Jagüey barrio, Rincón Municipio, Puerto Rico	2.3	76.6
0600000US7211764686	Pueblo barrio, Rincón Municipio, Puerto Rico	1.1	53
0600000US7211766449	Puntas barrio, Rincón Municipio, Puerto Rico	0.8	24.6
0600000US7211769631	Rincón barrio-pueblo, Rincón Municipio, Puerto Rico	1.3	52.3
0600000US7211771093	Río Grande barrio, Rincón Municipio, Puerto Rico	0.1	30
0600000US7211900000	Municipio subdivision not defined, Río Grande Municipio, Puerto Rico	0.9	-
0600000US7211918289	Ciénaga Alta barrio, Río Grande Municipio, Puerto Rico	-	50.9
0600000US7211918332	Ciénaga Baja barrio, Río Grande Municipio, Puerto Rico	0.7	37.7
0600000US7211933081	Guzmán Abajo barrio, Río Grande Municipio, Puerto Rico	2	35.5
0600000US7211933124	Guzmán Arriba barrio, Río Grande Municipio, Puerto Rico	0.7	45.6
0600000US7211934543	Herreras barrio, Río Grande Municipio, Puerto Rico	0	48.3
0600000US7211938585	Jiménez barrio, Río Grande Municipio, Puerto Rico	0	18.6
0600000US7211950023	Mameyes II barrio, Río Grande Municipio, Puerto Rico	1.1	43.7
0600000US7211971179	Río Grande barrio-pueblo, Río Grande Municipio, Puerto Rico	1.3	48.7
0600000US7211988637	Zarzal barrio, Río Grande Municipio, Puerto Rico	1.3	33.1
0600000US7212148346	Machuchal barrio, Sabana Grande Municipio, Puerto Rico	0.9	50.5
0600000US7212168857	Rayo barrio, Sabana Grande Municipio, Puerto Rico	0.5	40.2
0600000US7212169674	Rincón barrio, Sabana Grande Municipio, Puerto Rico	0.4	44.2
0600000US7212173587	Sabana Grande barrio-pueblo, Sabana Grande Municipio, Puerto Rico	0	53.1
0600000US7212178747	Santana barrio, Sabana Grande Municipio, Puerto Rico	2	39.7
0600000US7212181026	Susúa barrio, Sabana Grande Municipio, Puerto Rico	1.3	56.8
0600000US7212181327	Tabonuco barrio, Sabana Grande Municipio, Puerto Rico	1.3	46.9
0600000US7212183004	Torre barrio, Sabana Grande Municipio, Puerto Rico	0	68
0600000US7212300000	Municipio subdivision not defined, Salinas Municipio, Puerto Rico	0	-
0600000US7212301175	Aguirre barrio, Salinas Municipio, Puerto Rico	-	53.7
0600000US7212341681	Lapa barrio, Salinas Municipio, Puerto Rico	0.3	60.1
0600000US7212358537	Palmas barrio, Salinas Municipio, Puerto Rico	0.4	77.1
0600000US7212367911	Quebrada Yeguas barrio, Salinas Municipio, Puerto Rico	0	49.2
0600000US7212371394	Río Jueyes barrio, Salinas Municipio, Puerto Rico	0.6	65.4
0600000US7212374920	Salinas barrio-pueblo, Salinas Municipio, Puerto Rico	0	58.9
0600000US7212502852	Ancones barrio, San Germán Municipio, Puerto Rico	0.9	29.2
0600000US7212510807	Caín Alto barrio, San Germán Municipio, Puerto Rico	0.4	57.8
0600000US7212510850	Caín Bajo barrio, San Germán Municipio, Puerto Rico	0.3	46.1
0600000US7212521514	Cotuí barrio, San Germán Municipio, Puerto Rico	0	52.7
0600000US7212524309	Duey Alto barrio, San Germán Municipio, Puerto Rico	2	57.2
0600000US7212524352	Duey Bajo barrio, San Germán Municipio, Puerto Rico	0	45.4
0600000US7212530802	Guamá barrio, San Germán Municipio, Puerto Rico	0	48.3
0600000US7212534801	Hoconuco Alto barrio, San Germán Municipio, Puerto Rico	0.4	79.1
0600000US7212534844	Hoconuco Bajo barrio, San Germán Municipio, Puerto Rico	0	50.4
0600000US7212550625	Maresúa barrio, San Germán Municipio, Puerto Rico	0	25.8
0600000US7212553248	Minillas barrio, San Germán Municipio, Puerto Rico	0.6	36.7
0600000US7212569244	Retiro barrio, San Germán Municipio, Puerto Rico	0	39.3
0600000US7212572426	Rosario Alto barrio, San Germán Municipio, Puerto Rico	0.6	46.3
0600000US7212572469	Rosario Bajo barrio, San Germán Municipio, Puerto Rico	0	61.1
0600000US7212572512	Rosario Peñón barrio, San Germán Municipio, Puerto Rico	0	79
0600000US7212573415	Sabana Eneas barrio, San Germán Municipio, Puerto Rico	0	53.5
0600000US7212573673	Sabana Grande Abajo barrio, San Germán Municipio, Puerto Rico	0	30.2
0600000US7212576210	San Germán barrio-pueblo, San Germán Municipio, Puerto Rico	3.5	39.6
0600000US7212583821	Tuna barrio, San Germán Municipio, Puerto Rico	2.7	100
0600000US7212700000	Municipio subdivision not defined, San Juan Municipio, Puerto Rico	0	-
0600000US7212710721	Caimito barrio, San Juan Municipio, Puerto Rico	-	16.8
0600000US7212722847	Cupey barrio, San Juan Municipio, Puerto Rico	6.9	22
0600000US7212724868	El Cinco barrio, San Juan Municipio, Puerto Rico	4.6	13.9
0600000US7212730587	Gobernador Piñero barrio, San Juan Municipio, Puerto Rico	12.4	37.3
0600000US7212733984	Hato Rey Central barrio, San Juan Municipio, Puerto Rico	17.2	43.9
0600000US7212734027	Hato Rey Norte barrio, San Juan Municipio, Puerto Rico	12.3	36
0600000US7212734070	Hato Rey Sur barrio, San Juan Municipio, Puerto Rico	10.9	26.2
0600000US7212753893	Monacillo barrio, San Juan Municipio, Puerto Rico	15.3	19.7
0600000US7212753936	Monacillo Urbano barrio, San Juan Municipio, Puerto Rico	6.2	30
0600000US7212757247	Oriente barrio, San Juan Municipio, Puerto Rico	6.3	53.3
0600000US7212764729	Pueblo barrio, San Juan Municipio, Puerto Rico	8.4	49.7
0600000US7212766879	Quebrada Arenas barrio, San Juan Municipio, Puerto Rico	26	47
0600000US7212774017	Sabana Llana Norte barrio, San Juan Municipio, Puerto Rico	3.9	42
0600000US7212774060	Sabana Llana Sur barrio, San Juan Municipio, Puerto Rico	9.7	25.8
0600000US7212776812	San Juan Antiguo barrio, San Juan Municipio, Puerto Rico	6.7	38
0600000US7212779693	Santurce barrio, San Juan Municipio, Puerto Rico	7.1	47.9
0600000US7212783348	Tortugo barrio, San Juan Municipio, Puerto Rico	20.2	20.3
0600000US7212784079	Universidad barrio, San Juan Municipio, Puerto Rico	3.2	15.1
0600000US7212915451	Cayaguas barrio, San Lorenzo Municipio, Puerto Rico	18.3	49
0600000US7212917300	Cerro Gordo barrio, San Lorenzo Municipio, Puerto Rico	0	29.4
0600000US7212927405	Espino barrio, San Lorenzo Municipio, Puerto Rico	1.7	56.1
0600000US7212928910	Florida barrio, San Lorenzo Municipio, Puerto Rico	0	39
0600000US7212933425	Hato barrio, San Lorenzo Municipio, Puerto Rico	1.3	47.3
0600000US7212937209	Jagual barrio, San Lorenzo Municipio, Puerto Rico	1.1	54.1
0600000US7212966750	Quebrada barrio, San Lorenzo Municipio, Puerto Rico	0	22.2
0600000US7212966922	Quebrada Arenas barrio, San Lorenzo Municipio, Puerto Rico	0.5	51.5
0600000US7212967481	Quebrada Honda barrio, San Lorenzo Municipio, Puerto Rico	0	57.2
0600000US7212968212	Quemados barrio, San Lorenzo Municipio, Puerto Rico	0.5	32.4
0600000US7212977070	San Lorenzo barrio-pueblo, San Lorenzo Municipio, Puerto Rico	1.9	62.3
0600000US7213101390	Aibonito barrio, San Sebastián Municipio, Puerto Rico	0.4	61.7
0600000US7213102422	Alto Sano barrio, San Sebastián Municipio, Puerto Rico	1.3	54.6
0600000US7213104486	Bahomamey barrio, San Sebastián Municipio, Puerto Rico	7.5	68
0600000US7213110893	Calabazas barrio, San Sebastián Municipio, Puerto Rico	0	52.7
0600000US7213117902	Cibao barrio, San Sebastián Municipio, Puerto Rico	0.2	77.3
0600000US7213118203	Cidral barrio, San Sebastián Municipio, Puerto Rico	0	70.7
0600000US7213122804	Culebrinas barrio, San Sebastián Municipio, Puerto Rico	4	58.2
0600000US7213126674	Eneas barrio, San Sebastián Municipio, Puerto Rico	2	57.1
0600000US7213130630	Guacio barrio, San Sebastián Municipio, Puerto Rico	7.7	77.8
0600000US7213130759	Guajataca barrio, San Sebastián Municipio, Puerto Rico	0	59.6
0600000US7213131791	Guatemala barrio, San Sebastián Municipio, Puerto Rico	0	42.3
0600000US7213133640	Hato Arriba barrio, San Sebastián Municipio, Puerto Rico	0	52.2
0600000US7213135274	Hoya Mala barrio, San Sebastián Municipio, Puerto Rico	0.4	48.7
0600000US7213139488	Juncal barrio, San Sebastián Municipio, Puerto Rico	0.8	46.5
0600000US7213148776	Magos barrio, San Sebastián Municipio, Puerto Rico	0.5	67.3
0600000US7213153334	Mirabales barrio, San Sebastián Municipio, Puerto Rico	5.9	81.7
0600000US7213161246	Perchas 1 barrio, San Sebastián Municipio, Puerto Rico	0	59.1
0600000US7213161289	Perchas 2 barrio, San Sebastián Municipio, Puerto Rico	7.5	78.2
0600000US7213161805	Piedras Blancas barrio, San Sebastián Municipio, Puerto Rico	0	55.3
0600000US7213164213	Pozas barrio, San Sebastián Municipio, Puerto Rico	1.2	37.3
0600000US7213171910	Robles barrio, San Sebastián Municipio, Puerto Rico	0.2	56.9
0600000US7213175049	Salto barrio, San Sebastián Municipio, Puerto Rico	0	38.8
0600000US7213177543	San Sebastián barrio-pueblo, San Sebastián Municipio, Puerto Rico	0	71.8
0600000US7213180424	Sonador barrio, San Sebastián Municipio, Puerto Rico	1.8	35.6
0600000US7213300000	Municipio subdivision not defined, Santa Isabel Municipio, Puerto Rico	0	-
0600000US7213307926	Boca Velázquez barrio, Santa Isabel Municipio, Puerto Rico	-	60.3
0600000US7213323492	Descalabrado barrio, Santa Isabel Municipio, Puerto Rico	0.3	49.7
0600000US7213328179	Felicia 1 barrio, Santa Isabel Municipio, Puerto Rico	0.7	25.4
0600000US7213328222	Felicia 2 barrio, Santa Isabel Municipio, Puerto Rico	0	30.7
0600000US7213338284	Jauca 1 barrio, Santa Isabel Municipio, Puerto Rico	0.2	56.3
0600000US7213338327	Jauca 2 barrio, Santa Isabel Municipio, Puerto Rico	1.4	28.4
0600000US7213362794	Playa barrio, Santa Isabel Municipio, Puerto Rico	0.1	59.9
0600000US7213378188	Santa Isabel barrio-pueblo, Santa Isabel Municipio, Puerto Rico	0	54.1
0600000US7213520267	Contorno barrio, Toa Alta Municipio, Puerto Rico	0.9	45.4
0600000US7213529856	Galateo barrio, Toa Alta Municipio, Puerto Rico	2.9	57.9
0600000US7213555398	Mucarabones barrio, Toa Alta Municipio, Puerto Rico	0.9	29.4
0600000US7213557548	Ortíz barrio, Toa Alta Municipio, Puerto Rico	1.5	30.6
0600000US7213562063	Piñas barrio, Toa Alta Municipio, Puerto Rico	1.3	47
0600000US7213566965	Quebrada Arenas barrio, Toa Alta Municipio, Puerto Rico	1.8	39.5
0600000US7213567180	Quebrada Cruz barrio, Toa Alta Municipio, Puerto Rico	0.5	47.7
0600000US7213571523	Río Lajas barrio, Toa Alta Municipio, Puerto Rico	0.8	14.9
0600000US7213582531	Toa Alta barrio-pueblo, Toa Alta Municipio, Puerto Rico	0	53.8
0600000US7213700000	Municipio subdivision not defined, Toa Baja Municipio, Puerto Rico	1.9	-
0600000US7213712484	Candelaria barrio, Toa Baja Municipio, Puerto Rico	-	33.1
0600000US7213752646	Media Luna barrio, Toa Baja Municipio, Puerto Rico	2.2	59
0600000US7213759268	Palo Seco barrio, Toa Baja Municipio, Puerto Rico	1.1	55.8
0600000US7213774232	Sabana Seca barrio, Toa Baja Municipio, Puerto Rico	0	30.9
0600000US7213782660	Toa Baja barrio-pueblo, Toa Baja Municipio, Puerto Rico	3.1	26.8
0600000US7213914376	Carraízo barrio, Trujillo Alto Municipio, Puerto Rico	1.5	20.3
0600000US7213922546	Cuevas barrio, Trujillo Alto Municipio, Puerto Rico	2.9	34.1
0600000US7213924137	Dos Bocas barrio, Trujillo Alto Municipio, Puerto Rico	4.7	13.8
0600000US7213940606	La Gloria barrio, Trujillo Alto Municipio, Puerto Rico	5.9	31.3
0600000US7213967395	Quebrada Grande barrio, Trujillo Alto Municipio, Puerto Rico	0.7	34.8
0600000US7213967653	Quebrada Negrito barrio, Trujillo Alto Municipio, Puerto Rico	1.1	48.7
0600000US7213974670	St. Just barrio, Trujillo Alto Municipio, Puerto Rico	2.3	24.6
0600000US7213983649	Trujillo Alto barrio-pueblo, Trujillo Alto Municipio, Puerto Rico	5.4	64.3
0600000US7214102981	Angeles barrio, Utuado Municipio, Puerto Rico	0	58.6
0600000US7214103884	Arenas barrio, Utuado Municipio, Puerto Rico	1.2	42.4
0600000US7214110291	Caguana barrio, Utuado Municipio, Puerto Rico	0	44.4
0600000US7214112742	Caníaco barrio, Utuado Municipio, Puerto Rico	0.3	50
0600000US7214113387	Caonillas Abajo barrio, Utuado Municipio, Puerto Rico	0	76
0600000US7214113473	Caonillas Arriba barrio, Utuado Municipio, Puerto Rico	0	28.9
0600000US7214120095	Consejo barrio, Utuado Municipio, Puerto Rico	0	47
0600000US7214123922	Don Alonso barrio, Utuado Municipio, Puerto Rico	0	68.6
0600000US7214131404	Guaonico barrio, Utuado Municipio, Puerto Rico	1.4	85
0600000US7214144304	Las Palmas barrio, Utuado Municipio, Puerto Rico	1.8	53.4
0600000US7214145594	Limón barrio, Utuado Municipio, Puerto Rico	0	26.7
0600000US7214149894	Mameyes Abajo barrio, Utuado Municipio, Puerto Rico	0	38.9
0600000US7214159827	Paso Palma barrio, Utuado Municipio, Puerto Rico	0.8	80.6
0600000US7214170018	Río Abajo barrio, Utuado Municipio, Puerto Rico	0	73.3
0600000US7214172082	Roncador barrio, Utuado Municipio, Puerto Rico	0	41.5
0600000US7214173630	Sabana Grande barrio, Utuado Municipio, Puerto Rico	0	39.1
0600000US7214175092	Salto Abajo barrio, Utuado Municipio, Puerto Rico	0	47.5
0600000US7214175135	Salto Arriba barrio, Utuado Municipio, Puerto Rico	1.6	37.5
0600000US7214178231	Santa Isabel barrio, Utuado Municipio, Puerto Rico	1.7	93.6
0600000US7214179134	Santa Rosa barrio, Utuado Municipio, Puerto Rico	0	-
0600000US7214182015	Tetuán barrio, Utuado Municipio, Puerto Rico	-	79.2
0600000US7214184552	Utuado barrio-pueblo, Utuado Municipio, Puerto Rico	0	57.9
0600000US7214187562	Viví Abajo barrio, Utuado Municipio, Puerto Rico	0.1	45
0600000US7214187605	Viví Arriba barrio, Utuado Municipio, Puerto Rico	1.2	18.8
0600000US7214300000	Municipio subdivision not defined, Vega Alta Municipio, Puerto Rico	0	-
0600000US7214304830	Bajura barrio, Vega Alta Municipio, Puerto Rico	-	61.8
0600000US7214312527	Candelaria barrio, Vega Alta Municipio, Puerto Rico	0.5	64.6
0600000US7214318418	Cienegueta barrio, Vega Alta Municipio, Puerto Rico	0.4	74.2
0600000US7214327534	Espinosa barrio, Vega Alta Municipio, Puerto Rico	0	38.7
0600000US7214351356	Maricao barrio, Vega Alta Municipio, Puerto Rico	2.9	44.5
0600000US7214352388	Mavilla barrio, Vega Alta Municipio, Puerto Rico	0.2	59
0600000US7214373157	Sabana barrio, Vega Alta Municipio, Puerto Rico	2.2	48.7
0600000US7214385240	Vega Alta barrio-pueblo, Vega Alta Municipio, Puerto Rico	1.2	47.8
0600000US7214501734	Algarrobo barrio, Vega Baja Municipio, Puerto Rico	0.2	41.5
0600000US7214502121	Almirante Norte barrio, Vega Baja Municipio, Puerto Rico	0.8	58.5
0600000US7214502164	Almirante Sur barrio, Vega Baja Municipio, Puerto Rico	0	57.3
0600000US7214509775	Cabo Caribe barrio, Vega Baja Municipio, Puerto Rico	0	42.5
0600000US7214516182	Ceiba barrio, Vega Baja Municipio, Puerto Rico	1.2	51.7
0600000US7214517988	Cibuco barrio, Vega Baja Municipio, Puerto Rico	0.4	0
0600000US7214565503	Puerto Nuevo barrio, Vega Baja Municipio, Puerto Rico	0	43.3
0600000US7214565933	Pugnado Adentro barrio, Vega Baja Municipio, Puerto Rico	1.6	56.6
0600000US7214566019	Pugnado Afuera barrio, Vega Baja Municipio, Puerto Rico	0	48.2
0600000US7214567008	Quebrada Arenas barrio, Vega Baja Municipio, Puerto Rico	0.8	48.6
0600000US7214570104	Río Abajo barrio, Vega Baja Municipio, Puerto Rico	0	65
0600000US7214570276	Río Arriba barrio, Vega Baja Municipio, Puerto Rico	0.3	100
0600000US7214585369	Vega Baja barrio-pueblo, Vega Baja Municipio, Puerto Rico	0	52.3
0600000US7214588379	Yeguada barrio, Vega Baja Municipio, Puerto Rico	0.8	51.2
0600000US7214700000	Municipio subdivision not defined, Vieques Municipio, Puerto Rico	0	-
0600000US7214728953	Florida barrio, Vieques Municipio, Puerto Rico	-	48.9
0600000US7214736564	Isabel II barrio-pueblo, Vieques Municipio, Puerto Rico	0.4	29.1
0600000US7214746196	Llave barrio, Vieques Municipio, Puerto Rico	3.1	-
0600000US7214755312	Mosquito barrio, Vieques Municipio, Puerto Rico	-	-
0600000US7214765331	Puerto Diablo barrio, Vieques Municipio, Puerto Rico	-	50.4
0600000US7214765374	Puerto Ferro barrio, Vieques Municipio, Puerto Rico	1.1	20.3
0600000US7214765675	Puerto Real barrio, Vieques Municipio, Puerto Rico	0	23.4
0600000US7214766148	Punta Arenas barrio, Vieques Municipio, Puerto Rico	0	-
0600000US7214913430	Caonillas Abajo barrio, Villalba Municipio, Puerto Rico	-	64.5
0600000US7214913516	Caonillas Arriba barrio, Villalba Municipio, Puerto Rico	0	60.9
0600000US7214933855	Hato Puerco Abajo barrio, Villalba Municipio, Puerto Rico	0	59.2
0600000US7214933898	Hato Puerco Arriba barrio, Villalba Municipio, Puerto Rico	0	60
0600000US7214984595	Vacas barrio, Villalba Municipio, Puerto Rico	0.1	45.3
0600000US7214986874	Villalba barrio-pueblo, Villalba Municipio, Puerto Rico	0	63.4
0600000US7214986917	Villalba Abajo barrio, Villalba Municipio, Puerto Rico	0.4	51.5
0600000US7214986960	Villalba Arriba barrio, Villalba Municipio, Puerto Rico	0	41.9
0600000US7215100573	Aguacate barrio, Yabucoa Municipio, Puerto Rico	0.2	40.8
0600000US7215110936	Calabazas barrio, Yabucoa Municipio, Puerto Rico	0.3	46.3
0600000US7215111452	Camino Nuevo barrio, Yabucoa Municipio, Puerto Rico	0.5	52.1
0600000US7215132135	Guayabota barrio, Yabucoa Municipio, Puerto Rico	0.3	56.7
0600000US7215137080	Jácanas barrio, Yabucoa Municipio, Puerto Rico	0.6	48.2
0600000US7215139359	Juan Martín barrio, Yabucoa Municipio, Puerto Rico	0	48.3
0600000US7215145680	Limones barrio, Yabucoa Municipio, Puerto Rico	0.3	44.8
0600000US7215162837	Playa barrio, Yabucoa Municipio, Puerto Rico	0.2	47.7
0600000US7215181886	Tejas barrio, Yabucoa Municipio, Puerto Rico	1.4	51.5
0600000US7215187906	Yabucoa barrio-pueblo, Yabucoa Municipio, Puerto Rico	2.4	45.2
0600000US7215300831	Aguas Blancas barrio, Yauco Municipio, Puerto Rico	0.6	88.5
0600000US7215301777	Algarrobo barrio, Yauco Municipio, Puerto Rico	0	63.5
0600000US7215301949	Almácigo Alto barrio, Yauco Municipio, Puerto Rico	2.7	80.9
0600000US7215302035	Almácigo Bajo barrio, Yauco Municipio, Puerto Rico	0	50.7
0600000US7215305432	Barina barrio, Yauco Municipio, Puerto Rico	0.3	35.4
0600000US7215310764	Caimito barrio, Yauco Municipio, Puerto Rico	0.7	50.4
0600000US7215319407	Collores barrio, Yauco Municipio, Puerto Rico	0	44.6
0600000US7215323621	Diego Hernández barrio, Yauco Municipio, Puerto Rico	0	64.5
0600000US7215324266	Duey barrio, Yauco Municipio, Puerto Rico	0	67
0600000US7215329512	Frailes barrio, Yauco Municipio, Puerto Rico	0.4	89.9
0600000US7215337037	Jácana barrio, Yauco Municipio, Puerto Rico	0	59.8
0600000US7215356430	Naranjo barrio, Yauco Municipio, Puerto Rico	0	53.8
0600000US7215367739	Quebradas barrio, Yauco Municipio, Puerto Rico	0	82.4
0600000US7215368814	Ranchera barrio, Yauco Municipio, Puerto Rico	0	93.5
0600000US7215371652	Río Prieto barrio, Yauco Municipio, Puerto Rico	0	61
0600000US7215372684	Rubias barrio, Yauco Municipio, Puerto Rico	0	73.9
0600000US7215380166	Sierra Alta barrio, Yauco Municipio, Puerto Rico	0	79.3
0600000US7215381069	Susúa Alta barrio, Yauco Municipio, Puerto Rico	0	51
0600000US7215381155	Susúa Baja barrio, Yauco Municipio, Puerto Rico	0.5	43.8
0600000US7215385541	Vegas barrio, Yauco Municipio, Puerto Rico	0.5	16.2
0600000US7215388078	Yauco barrio-pueblo, Yauco Municipio, Puerto Rico	0	60.5
